ano,codTipo,dataApresentacao,ementa,id,numero,siglaTipo,uri
2003,139,2003-09-10T15:46,Estabelece os termos e limites em que será exercido o direito de greve pelos servidores públicos federais.,132481,1950,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/132481
2003,139,2003-09-16T18:31,"Altera a redação do art. 20, da Lei  nº 8.036, de 11 de maio  de 1990.",133441,1992,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/133441
2003,139,2003-10-15T15:57,"Altera dispositivos do Decreto-Lei nº 73, de 21 de novembro de 1966, e dá outras providências.",138257,2313,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/138257
2003,139,2003-10-28T14:35,"Altera a Lei nº 6.938, de 31 de agosto de 1981, tornando obrigatória a elaboração de Análise de Risco Ambiental - ARA no âmbito do licenciamento ambiental de empreendimentos ou atividades potencialmente poluidores ou degradadores do meio ambiente.",139560,2364,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/139560
2003,395,2003-11-19T00:00,Convoca Plebiscito para consulta popular da redução ou não da maioridade. .,143578,1002,PDC,https://dadosabertos.camara.leg.br/api/v2/proposicoes/143578
2003,136,2003-11-26T00:00,"Acrescenta parágrafo ao artigo 39 da Constituição Federal, fixando critérios para a revisão dos subsídios dos membros de Poder, dos detentores de mandato eletivo, dos Ministros de Estado e dos Secretários Estaduais e Municipais.",145695,207,PEC,https://dadosabertos.camara.leg.br/api/v2/proposicoes/145695
2003,139,2003-12-01T12:37,"Altera a Lei nº 9.491, de 9 de setembro de 1997, para incluir as empresas estatais do setor elétrico, bancos de desenvolvimento regional e a Empresa Brasileira de Correios e Telégrafos (ECT) entre as instituições para as quais não se aplica a autorização genérica de privatização.",146256,2638,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/146256
2003,139,2003-12-10T19:35,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre mensagem de advertência impressa na embalagem dos produtos de telefonia celular comercializados no País.",148371,2741,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/148371
2004,140,2004-02-18T14:42,"Acrescenta incisos aos arts. 44, 89 e 128 da Lei Complementar nº 80, de 12 de janeiro de 1994, para autorizar o porte de armas a membros da Defensoria Pública da União, do Distrito Federal e dos Territórios e dos Estados.",154320,130,PLP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/154320
2004,139,2004-03-31T15:08,"Altera a denominação do Aeroporto Internacional de Viracopos, em Campinas / SP, para Aeroporto Internacional de Viracopos, Maestro Carlos Gomes.",159050,3276,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/159050
2004,139,2004-03-31T20:09,Obriga a Caixa Econômica Federal a divulgar os premiados nas loterias que administra.,159273,3293,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/159273
2004,444,2004-04-20T00:00,Dá nova redação ao inciso IV do art. 32 do Regimento Interno da Câmara dos Deputados.,250132,142,PRC,https://dadosabertos.camara.leg.br/api/v2/proposicoes/250132
2004,139,2004-05-07T09:22,Veda destinações de recursos de empresas públicas e sociedades de economia mista a pessoas físicas ou jurídicas condenadas por empregar trabalhadores em regime de trabalho análogo à escravidão.,252182,3500,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/252182
2004,139,2004-05-11T15:07,"Dispõe sobre a obrigatoriedade das escolas da rede pública e privada, efetuarem campanhas ""antidrogas"" aos seus alunos e dá outras providências.",252511,3508,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/252511
2004,139,2004-05-12T14:20,"Dispõe sobre a proibição da concessão de benefícios e incentivos fiscais  e financeiros públicos a pessoas físicas ou jurídicas que não cumprem o disposto na legislação trabalhista, que submetem trabalhadores a formas degradantes de trabalho ou que os reduzem a condições análoga à de escravo",253038,3524,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/253038
2004,139,2004-05-13T16:44,Determina que as empresas fabricantes de cigarros compensem o Sistema Único de Saúde pelas despesas com o tratamento de doenças associadas ao tabagismo.,253585,3564,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/253585
2004,139,2004-05-20T17:19,Dispõe sobre as condições para o credenciamento de escolas de medicina e para a autorização de funcionamento e credenciamento de cursos de medicina.,254575,3624,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/254575
2004,139,2004-06-22T18:01,Concede desconto de 50% (cinqüenta por cento) na aquisição de passagem no sistema de transporte interestadual para estudantes universitários.,258784,3833,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/258784
2004,139,2004-08-11T16:14,Concede desconto de 50% aos estudantes comprovadamente carentes no sistema de transporte coletivo interestadual.,261773,4004,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/261773
2004,139,2004-08-11T16:35,"Concede descontos em passagens aéreas e hotéis, aos idosos e às pessoas portadoras deficiência, nos termos que especifica.",261798,4015,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/261798
2004,139,2004-08-25T18:16,"Dá nova redação ao art. 40 e seus incisos I e II, da Lei nº 10.741, de 1º de outubro de 2003, que ""dispõe sobre o Estatuto do Idoso e dá outras providências"".",263332,4096,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/263332
2004,139,2004-09-15T12:30,Dispõe sobre a obrigatoriedade de inclusão de mensagem de advertência nos cartões telefônicos pré-pagos,264641,4141,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/264641
2004,139,2004-10-05T15:33,"Inclui dispositivo na Lei nº 8.987, de 13 de fevereiro de 1995, para limitar a utilização de atendimento automatizado por parte das empresas concessionárias e permissionárias de serviços públicos.",265637,4195,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/265637
2004,139,2004-10-05T15:35,"Dispõe sobre obrigatoriedade de mensagem de alerta, sobre riscos do uso do aparelho celular em situação de trânsito, nas embalagens do aparelho e respectivos cartões de reabastecimento de crédito.",265640,4196,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/265640
2004,139,2004-11-17T10:17,Dispõe sobre a concessão de passe estudantil aos alunos matriculados em cursos técnicos ou profissionalizantes.,269947,4442,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/269947
2004,139,2004-11-24T13:22,Institui Programa de Alimentação para os Trabalhadores Rurais.,270851,4512,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/270851
2005,139,2005-02-22T14:05,"Dispõe sobre a obrigatoriedade das escolas da rede pública e privada, efetuarem campanhas ""antidrogas"" aos seus alunos e dá outras providências.",275382,4778,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/275382
2005,136,2005-03-01T18:27,"Dá nova redação ao inciso II do art. 98, da Constituição Federal e ao art. 30 do Ato das Disposições Constitucionais Transitórias.",276180,366,PEC,https://dadosabertos.camara.leg.br/api/v2/proposicoes/276180
2005,139,2005-03-30T14:45,"Altera a Lei nº 10.741, de 1º de outubro de 2003, que ""dispõe sobre o Estatuto do Idoso e dá outras providências"", para assegurar a gratuidade dos transportes coletivos públicos rurais aos idosos maiores de sessenta e cinco anos.",279850,4969,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/279850
2005,139,2005-04-05T19:04,"Estabelece penalidades para o trabalho escravo, altera dispositivos do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e da Lei nº 5.889, de 8 de junho de 1973, que regula o trabalho rural, e dá outras providências.",280726,5016,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/280726
2005,139,2005-04-12T19:37,"Altera o Decreto-Lei nº 667, de 2 de julho de 1969, que dispõe sobre a organização das Polícias Militares e Corpos de Bombeiros Militares dos Estados, dos Territórios e do Distrito Federal.",281460,5045,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/281460
2005,139,2005-04-13T15:38,Torna obrigatório o exame de ordem para todos os que quiserem inscrever-se como Advogado.,281624,5054,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/281624
2005,139,2005-07-07T17:36,Dispõe sobre a inclusão no currículo escolar de matéria destinada a orientar sobre os problemas decorrentes do consumo de drogas.,293703,5620,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/293703
2005,139,2005-08-05T16:21,Autoriza a criação da Universidade Federal Rural de Roraima.,295410,5707,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/295410
2005,139,2005-08-12T13:07,"Altera o art. 198 da Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, que dispõe sobre o peso máximo que um trabalhador pode remover individualmente.",296515,5746,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/296515
2005,139,2005-09-13T14:16,Dispõe sobre a proteção do emprego às pessoas negras.,299788,5882,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/299788
2022,139,2005-10-11T14:41,Dispõe sobre o exercício da profissão de Podólogo e dá outras providências.,303153,618,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/303153
2005,139,2005-10-26T18:58,"Dispõe sobre o acompanhamento de paciente, criança ou idoso, durante internação hospitalar, bem como o direito de o acompanhante ter acesso à refeição custeada pelo Sistema Único de Saúde (SUS).",304755,6125,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/304755
2005,139,2005-10-27T09:32,"Dá nova redação ao art. 198 da Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, que dispõe sobre o peso máximo que um trabalhador pode remover individualmente.",304783,6130,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/304783
2005,139,2005-11-10T18:09,"Concede a isenção do Imposto sobre Produtos Industrializados para os veículos destinados ao transporte escolar, mediante alteração na Lei nº 8.989, de 24 de fevereiro de 1995, nas condições que estabelece.",306155,6184,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/306155
2005,139,2005-11-22T19:29,"Altera a Lei nº 8.989, de 23 de fevereiro de 1995, para estender a isenção do Imposto sobre Produtos Industrializados aos veículos utilizados no transporte escolar e no transporte alternativo de passageiros, nas condições que estabelece.",306998,6224,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/306998
2005,139,2005-11-24T17:12,Dispõe sobre a inclusão de educação sexual no currículo das escolas de ensino fundamental.,307658,6256,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/307658
2005,139,2005-12-14T20:57,"Define os crimes resultantes de discriminação e preconceito de raça, cor, etnia, religião ou origem.",310391,6418,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/310391
2006,139,2006-01-17T16:42,"Implementa medidas voltadas para assegurar o controle do aumento das mensalidades nos estabelecimentos do ensino pré-escolar, fundamental, médio e superior.",311396,6489,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/311396
2006,140,2006-02-01T15:19,"Dispõe sobre a aposentadoria do servidor público policial, nos termos do artigo 40, §4º, inciso III, da Constituição Federal, conforme redação da Emenda Constitucional, nº 47, de 05 de julho de 2005.",313128,330,PLP,https://dadosabertos.camara.leg.br/api/v2/proposicoes/313128
2006,139,2006-02-02T16:15,"Modifica a Lei nº 8.977, de 6 de janeiro de 1995, proibindo a cobrança de assinatura por pontos adicionais instalados no domicílio do assinante de serviço de TV a cabo.",313378,6590,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/313378
2006,139,2006-03-07T17:58,Estabelece passagem subsidiada para estudantes nos transportes coletivos intermunicipais e interestaduais e dá outras providências.,316593,6687,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/316593
2006,136,2006-04-12T15:34,Altera o § 8º do art. 144 da Constituição Federal.,320708,537,PEC,https://dadosabertos.camara.leg.br/api/v2/proposicoes/320708
2006,139,2006-05-12T12:07,"Acresce dispositivos ao art. 22 da Lei nº 6.360, de 23 de setembro de 1976, para dispor sobre registro e fracionamento de medicamentos para dispensação, e dá outras providências.",324349,7029,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/324349
2006,139,2006-05-31T14:09,"Aumenta a pena base dada ao art. 12, da Lei nº 6.368, de 1976, e altera o art. 33, § 2º,  alínea ""a"", do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Código Penal, para estabelecer  que o condenado por tráfico ilícito de entorpecentes e drogas afins deva começar a cumprir a pena em regime fechado.",326267,7141,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/326267
2006,139,2006-06-01T16:06,"Determina desconto de 50% e isenção nas tarifas de passagens aéreas, marítimas, fluviais e terrestres para os maiores de sessenta e cinco anos e oitenta e cinco anos respectivamente",326706,7171,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/326706
2006,136,2006-06-22T12:21,"Revoga o art. 4º da Emenda Constitucional nº 41, de 2003.",328385,555,PEC,https://dadosabertos.camara.leg.br/api/v2/proposicoes/328385
2006,139,2006-08-09T17:25,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde.",332450,7419,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/332450
2006,139,2006-09-05T18:55,"Altera o art. 39 da Lei nº 10.741, de 2003, que dispõe sobre o Estatuto do Idoso para permitir a gratuidade dos transportes públicos urbanos, semi-urbanos e rurais aos maiores de sessenta anos.",333186,7472,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/333186
2006,139,2006-12-06T18:56,"Tipifica o crime de Organização Criminosa e estabelece normas para sua investigação e julgamento, inclusive o acesso de autoridades policiais a informações resguardadas por sigilo, mediante simples requerimento ou ofício.",337762,7622,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/337762
2007,139,2007-02-05T14:13,"Dispõe sobre as condições para a autorização, o reconhecimento e a renovação de reconhecimento de cursos de graduação em Medicina e para o credenciamento e o recredenciamento de instituições de ensino que os oferecem.",339976,16,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/339976
2007,139,2007-02-07T17:11,"Altera a Lei nº 9.503, de 23 de setembro de 1997,  que dispõe sobre o Código de Trânsito Brasileiro.",340242,74,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/340242
2007,139,2007-02-14T16:10,"Altera a Lei nº 10.741, de 1º de outubro de 2003, que dispõe sobre o Estatuto do Idoso.",340773,163,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/340773
2007,139,2007-02-15T11:00,Dispoe sobre bloqueio judicial de conta bancária.,340943,182,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/340943
2007,139,2007-02-15T17:25,Institui o Código Federal de Bem-Estar Animal.,341067,215,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/341067
2007,139,2007-03-05T19:02,Institui a obrigatoriedade de identificação dos apostadores das loterias e concursos de prognósticos administrados pela Caixa Econômica Federal.,343463,294,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/343463
2007,139,2007-03-05T19:06,"Acrescenta parágrafo ao art. 198 da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1943, para estabelecer o peso máximo permitido para o transporte manual de ensacados e dá outras providências.",343468,296,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/343468
2007,139,2007-03-13T18:53,"Dispõe sobre a responsabilidade na transição administrativa, após a proclamação dos resultados eleitorais, e dá outras providências.",344542,396,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/344542
2007,139,2007-03-14T15:26,"Institui o  Dia  Nacional  de  reflexão  do ""Cantando as Diferenças""",344640,412,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/344640
2007,139,2007-03-16T12:07,Autoriza os Estados Federados e o Distrito Federal a explorar loterias.,345025,472,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/345025
2007,139,2007-03-21T15:44,Dispõe sobre a obrigatoriedade de as empresas concessionárias de serviços de radiodifusão sonora e de sons e imagens (emissoras de rádio e televisão) veicularem campanha institucional de educação e preservação ambiental.,345470,516,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/345470
2007,139,2007-03-27T18:41,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre  o contrato civil de união homoafetiva.",346155,580,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/346155
2007,139,2007-03-27T19:11,"Dispõe sobre a criação de Programa de Orientação Sexual, de Prevenção das Doenças Sexualmente Transmissíveis e do uso de Drogas.",346189,584,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/346189
2007,139,2007-03-28T18:07,"Dispõe sobre a criação de Programa de Orientação Sexual, de Prevenção das Doenças Sexualmente Transmissíveis e do Uso de Drogas.",346403,601,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/346403
2007,139,2007-03-29T14:19,Dispõe sobre o uso de sacolas plásticas biodegradáveis para acondicionamento de produtos e mercadorias a serem utilizadas nos estabelecimentos comerciais em todo território nacional.,346504,612,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/346504
2007,139,2007-04-03T17:13,"Estabelece em 50% do valor integral, a passagem paga por estudantes e professores do ensino superior para participação em cursos de  aperfeiçoamento, especialização, pós-graduação e congressos.",347041,649,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/347041
2007,139,2007-04-03T18:06,"Acrescenta alínea ""l"" ao art.15 da Lei n° 3.268, de 30 de setembro de 1957, que "" dispõe sobre os Conselhos de Medicina, e dá outras providencias.""",347082,650,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/347082
2007,139,2007-04-17T15:58,"Determina a obrigatoriedade das empresas concessionárias de transporte coletivo terrestre de passageiros e autarquias, a aceitarem passagem escolar para transporte nos finais de semana e feriados.",348318,738,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/348318
2007,139,2007-04-17T19:24,"Determina às companhias aéreas que atuem no território nacional, que, durante a baixa temporada, concedam desconto de 50% (cinquenta por cento) no preço da passagem a alunos e professores.",348415,754,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/348415
2007,139,2007-04-19T16:04,Dispõe sobre a definição de serviços ambientais e dá outras providências.,348783,792,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/348783
2007,139,2007-04-24T16:34,"Dispõe sobre a oferta de outras opções no combate as Doenças Sexualmente Transmissíveis  - DST e AIDS, além do uso dos preservativos, como forma de aumentar a eficiência dos métodos preventivos e resultados esperados.",349189,816,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/349189
2007,139,2007-04-24T20:13,"Concede desconto de 50% (cinqüenta por cento) aos estudantes do ensino fundamental, médio e superior no transporte coletivo rodoviário que interliga municípios vizinhos de estados diferentes.",349266,829,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/349266
2007,139,2007-04-25T15:31,"Altera a Lei n° 9.503,  de  23  de setembro de  1997 - Código de Trânsito Brasileiro.",349372,841,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/349372
2007,139,2007-04-25T16:05,"Dispõe sobre a proibição da distribuição de sacolas plásticas, derivadas de petróleo, pelos estabelecimentos comerciais em todo o território nacional, e dá outras providências.",349407,847,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/349407
2007,139,2007-05-03T14:43,Cria o Estatuto de Defesa do Usuário do Transporte Aéreo e dá outras providências.,350188,949,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/350188
2007,139,2007-05-09T18:04,"Identifica pelo número de inscrição no Cadastro de Pessoas Físicas do Ministério da Fazenda, o apostador de jogos de loteria explorados pela Caixa Econômica Federal  e dá outras providências.",350962,1012,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/350962
2007,139,2007-05-31T18:35,Estabelece princípios e diretrizes para as ações voltadas para a educação nutricional e segurança alimentar e nutricional da população e dá outras providências.,353982,1234,PL,https://dadosabertos.camara.leg.br/api/v2/proposicoes/353982
