id_frente,id_deputado,nome_deputado,partido,uf
53887,73801,Renildo Calheiros,PCdoB,PE
53887,178863,Uldurico Junior,null,BA
53888,178972,Alex Manente,CIDADANIA,SP
53888,204544,Alexandre Frota,null,SP
53888,159237,Assis Carvalho,null,PI
53888,204352,Camilo Capiberibe,null,AP
53888,204487,Capitão Wagner,null,CE
53888,204514,Coronel Tadeu,null,SP
53888,204371,Felipe Rigoni,null,ES
53888,74156,Leonardo Monteiro,PT,MG
53888,204404,Lucas Redecker,PSD,RS
53888,204543,Luiz Flávio Gomes,null,SP
53888,204422,Ossesio Silva,null,PE
53888,141555,Vinicius Carvalho,PL,SP
53889,74057,Alice Portugal,PCdoB,BA
53889,141405,Celso Maldaner,null,SC
53889,160575,Erika Kokay,PT,DF
53889,160640,Eros Biondini,PL,MG
53889,74398,Maria do Rosário,PT,RS
53889,146307,Neri Geller,null,MT
53889,160642,Pastor Eurico,PSDB,PE
53889,90201,Pedro Augusto Bezerra,null,CE
53889,204480,Rogério Correia,PT,MG
53889,195866,Vaidon Oliveira,null,CE
53889,141553,Vanderlei Macris,null,SP
53892,204413,Alcides Rodrigues,null,GO
53892,93083,Cacá Leão,null,BA
53892,204380,Celina Leão,null,DF
53892,74467,Damião Feliciano,UNIÃO,PB
53892,204404,Lucas Redecker,PSD,RS
53892,90201,Pedro Augusto Bezerra,null,CE
53892,178912,Pedro Cunha Lima,null,PB
53892,204524,Pinheirinho,PP,MG
53892,178951,Rafael Motta,null,RN
53892,204360,Silvia Cristina,PP,RO
53892,178946,Soraya Santos,PL,RJ
53892,160518,Weliton Prado,SOLIDARIEDADE,MG
53890,69871,Bacelar,PV,BA
53890,204374,Bia Kicis,PL,DF
53890,204378,Coronel Chrisóstomo,PL,RO
53890,74060,Daniel Almeida,PCdoB,BA
53890,204542,Denis Bezerra,null,CE
53890,178854,Elmar Nascimento,UNIÃO,BA
53890,160587,Fábio Trad,null,MS
53890,204447,Flordelis,null,RJ
53890,204419,Glaustin da Fokus,PODE,GO
53890,178964,Heitor Schuch,PSD,RS
53890,160674,Hugo Motta,REPUBLICANOS,PB
53890,178842,Jhc,null,AL
53890,112437,João Marcelo Souza,null,MA
53890,204458,Major Fabiana,null,RJ
53890,160556,Padre João,PT,MG
53890,204565,Professora Dayane Pimentel,null,BA
53890,204567,Raimundo Costa,PSD,BA
53890,204357,Rose Modesto,null,MS
53890,178933,Sergio Souza,MDB,PR
53890,178946,Soraya Santos,PL,RJ
53845,159237,ASSIS CARVALHO,null,PI
53845,178958,CARLOS ANDRADE,null,RR
53845,178841,CÍCERO ALMEIDA,null,AL
53845,160588,DIEGO ANDRADE,PSD,MG
53845,74419,GONZAGA PATRIOTA,null,PE
53845,178857,JORGE SOLLA,PT,BA
53845,141464,JOSÉ AIRTON CIRILO,PT,CE
53845,178885,JUNIOR MARRECA,null,MA
53845,162332,LUIZ NISHIMORI,PSD,PR
53845,74470,MARCONDES GADELHA,null,PB
53845,141472,RICARDO TRIPOLI,null,SP
53845,74371,RUBENS OTONI,PT,GO
53845,178934,TONINHO WANDSCHEER,PP,PR
53845,74043,WELLINGTON ROBERTO,PSD,PB
53857,178975,BALEIA ROSSI,MDB,SP
53857,178906,BETO SALAME,null,PA
53857,93472,CRISTIANE BRASIL,null,RJ
53857,160643,DR. JORGE SILVA,null,ES
53857,178905,FABIO GARCIA,UNIÃO,MT
53857,141431,FERNANDO COELHO FILHO,UNIÃO,PE
53857,178980,GOULART,null,SP
53857,160596,HEULER CRUVINEL,null,GO
53857,160544,JUNJI ABE,null,SP
53857,141480,LÁZARO BOTELHO,null,TO
53857,141562,LELO COIMBRA,null,ES
53857,178825,LEO DE BRITO,null,AC
53857,178955,LUIZ CLÁUDIO,null,RO
53857,64960,MARIA HELENA,null,RR
53857,73553,NELSON MARQUEZELLI,null,SP
53857,74359,NILTON CAPIXABA,null,RO
53857,141445,PEPE VARGAS,null,RS
53857,160641,PROFESSORA MARCIVANIA,PCdoB,AP
53857,178998,RAQUEL MUNIZ,null,MG
53857,141529,ROBERTO BRITTO,null,BA
53857,178995,ROBERTO GÓES,null,AP
53857,141531,RODRIGO DE CASTRO,UNIÃO,MG
53857,74371,RUBENS OTONI,PT,GO
53857,178887,RUBENS PEREIRA JÚNIOR,PT,MA
53857,178863,ULDURICO JUNIOR,null,BA
53844,141383,ANTONIO BULHÕES,null,SP
53844,69871,BACELAR,PV,BA
53844,74040,BENJAMIN MARANHÃO,null,PB
53844,73441,CELSO RUSSOMANNO,REPUBLICANOS,SP
53844,74171,CHICO ALENCAR,PSOL,RJ
53844,178930,EVANDRO ROMAN,null,PR
53844,178953,EXPEDITO NETTO,null,RO
53844,74253,JULIO LOPES,PP,RJ
53844,178896,NEWTON CARDOSO JR,MDB,MG
53844,160639,PROFESSORA DORINHA SEABRA REZENDE,null,TO
53844,141529,ROBERTO BRITTO,null,BA
53844,74372,SANDES JÚNIOR,null,GO
53844,160632,ZÉ SILVA,UNIÃO,MG
53843,160559,ALCEU MOREIRA,MDB,RS
53843,178948,BETO ROSADO,null,RN
53843,105112,CABUÇU BORGES,null,AP
53843,178929,DIEGO GARCIA,REPUBLICANOS,PR
53843,132504,ENIO VERRI,null,PR
53843,4931,IZALCI LUCAS,null,DF
53843,81366,LUANA COSTA,null,MA
53843,178987,ORLANDO SILVA,PCdoB,SP
53843,74762,SARAIVA FELIPE,null,MG
53842,141513,BILAC PINTO,null,MG
53842,178865,CABO SABINO,null,CE
53842,178838,CÉSAR MESSIAS,null,AC
53842,178963,COVATTI FILHO,null,RS
53842,74467,DAMIÃO FELICIANO,UNIÃO,PB
53842,141417,EDIO LOPES,null,RR
53842,132504,ENIO VERRI,null,PR
53842,160666,FÉLIX MENDONÇA JÚNIOR,PDT,BA
53842,178857,JORGE SOLLA,PT,BA
53842,160659,KEIKO OTA,null,SP
53842,178825,LEO DE BRITO,null,AC
53842,81366,LUANA COSTA,null,MA
53842,178826,MAJOR OLIMPIO,null,SP
53842,178843,MARX BELTRÃO,PP,AL
53842,141515,OTAVIO LEITE,null,RJ
53842,178960,REMÍDIO MONAI,null,RR
53842,73674,ROBERTO BALESTRA,null,GO
53842,141529,ROBERTO BRITTO,null,BA
53842,74043,WELLINGTON ROBERTO,PSD,PB
53834,160512,AUREO,SOLIDARIEDADE,RJ
53834,178876,CÉLIO SILVEIRA,MDB,GO
53834,160643,DR. JORGE SILVA,null,ES
53834,160669,GENECIAS NORONHA,null,CE
53834,178872,GIVALDO VIEIRA,null,ES
53834,160667,GUILHERME MUSSI,null,SP
53834,178964,HEITOR SCHUCH,PSD,RS
53834,74317,JÚLIO CESAR,PSD,PI
53834,74158,MÁRIO HERINGER,PDT,MG
53834,178858,MÁRIO NEGROMONTE JR.,PSB,BA
53834,73486,POMPEO DE MATTOS,PDT,RS
53834,141472,RICARDO TRIPOLI,null,SP
53834,178945,ROSANGELA GOMES,REPUBLICANOS,RJ
53834,74371,RUBENS OTONI,PT,GO
53834,178934,TONINHO WANDSCHEER,PP,PR
53834,160610,VALMIR ASSUNÇÃO,PT,BA
53834,160631,WALNEY ROCHA,null,RJ
53841,195143,ANDRÉ AMARAL,null,PB
53841,73434,ARNALDO FARIA DE SÁ,null,SP
53841,141440,CHICO LOPES,null,CE
53841,62881,DANILO FORTE,PP,CE
53841,141421,EDUARDO DA FONTE,PP,PE
53841,160667,GUILHERME MUSSI,null,SP
53841,67138,IRACEMA PORTELLA,null,PI
53841,74273,JEFFERSON CAMPOS,PL,SP
53841,160628,LUCIANA SANTOS,null,PE
53841,150418,MÁRCIO MARINHO,REPUBLICANOS,BA
53841,160517,PAULO FOLETTO,PSB,ES
53841,73486,POMPEO DE MATTOS,PDT,RS
53840,178881,ALUISIO MENDES,REPUBLICANOS,MA
53840,93472,CRISTIANE BRASIL,null,RJ
53840,178893,DELEGADO EDSON MOREIRA,null,MG
53840,160607,JOSE STÉDILE,null,RS
53840,74856,LAURA CARNEIRO,PSD,RJ
53840,179001,MÁRCIO BIOLCHI,MDB,RS
53840,74158,MÁRIO HERINGER,PDT,MG
53840,141507,MAURO MARIANI,null,SC
53840,73788,RICARDO BARROS,PP,PR
53840,177282,SUBTENENTE GONZAGA,null,MG
53840,160617,THIAGO PEIXOTO,null,GO
53840,74043,WELLINGTON ROBERTO,PSD,PB
53839,178908,DELEGADO ÉDER MAURO,PL,PA
53839,160643,DR. JORGE SILVA,null,ES
53839,178830,DR. SINVAL MALHEIROS,null,SP
53839,74317,JÚLIO CESAR,PSD,PI
53839,160633,MANDETTA,null,MS
53839,74050,MAURÍCIO QUINTELLA LESSA,null,AL
53839,141507,MAURO MARIANI,null,SC
53839,178985,MIGUEL LOMBARDI,PL,SP
53839,74359,NILTON CAPIXABA,null,RO
53839,160976,TIRIRICA,PSD,SP
53833,105112,CABUÇU BORGES,null,AP
53833,141439,CHICO D'ANGELO,null,RJ
53833,141441,GEORGE HILTON,null,MG
53833,178980,GOULART,null,SP
53833,74317,JÚLIO CESAR,PSD,PI
53833,178918,KAIO MANIÇOBA,null,PE
53833,74398,MARIA DO ROSÁRIO,PT,RS
53833,178844,PEDRO VILELA,null,AL
53833,178840,ROCHA,null,AC
53833,178845,RONALDO LESSA,null,AL
53833,178947,SÓSTENES CAVALCANTE,PL,RJ
53833,74385,TAKAYAMA,null,PR
53833,160611,TONINHO PINHEIRO,null,MG
53833,74283,VICENTINHO,null,SP
53829,160602,ARNALDO JORDY,null,PA
53829,178948,BETO ROSADO,null,RN
53829,73531,IVAN VALENTE,null,SP
53829,74856,LAURA CARNEIRO,PSD,RJ
53829,73781,NELSON MEURER,null,PR
53829,166401,NILSON LEITÃO,null,MT
53829,66179,NORMA AYUB,null,ES
53829,73692,OSMAR TERRA,PL,RS
53829,178860,PAULO AZI,UNIÃO,BA
53829,177282,SUBTENENTE GONZAGA,null,MG
53829,160617,THIAGO PEIXOTO,null,GO
53829,113247,VALMIR PRASCIDELLI,null,SP
53829,160631,WALNEY ROCHA,null,RJ
53831,73458,ALEX CANZIANI,null,PR
53831,178972,ALEX MANENTE,CIDADANIA,SP
53831,69871,BACELAR,PV,BA
53831,178907,FRANCISCO CHAPADINHA,null,PA
53831,74665,JAIME MARTINS,null,MG
53831,141487,LUIZ FERNANDO FARIA,UNIÃO,MG
53831,178951,RAFAEL MOTTA,null,RN
53831,178998,RAQUEL MUNIZ,null,MG
53831,178935,ROSSONI,null,PR
53831,141558,WALDIR MARANHÃO,null,MA
53831,160592,ZECA DIRCEU,PT,PR
53828,136811,AFONSO HAMM,PP,RS
53828,178974,ANDRES SANCHEZ,null,SP
53828,141440,CHICO LOPES,null,CE
53828,178928,CHRISTIANE DE SOUZA YARED,null,PR
53828,160587,FÁBIO TRAD,null,MS
53828,73586,JÚLIO DELGADO,null,MG
53828,160663,LEOPOLDO MEYER,null,PR
53828,74460,MARCELO CASTRO,null,PI
53828,133373,MARCO MAIA,null,RS
53828,74470,MARCONDES GADELHA,null,PB
53828,178987,ORLANDO SILVA,PCdoB,SP
53828,74160,PATRUS ANANIAS,PT,MG
53828,160604,PEDRO UCZAI,PT,SC
53828,160655,RICARDO IZAR,null,SP
53828,178926,RODRIGO MARTINS,null,PI
53938,178981,Herculano Passos,null,SP
53938,204435,Jesus Sérgio,null,AC
53938,160510,Luis Tibé,null,MG
53938,74398,Maria do Rosário,PT,RS
53938,74159,Odair Cunha,PT,MG
53938,204530,Rodrigo Agostinho,null,SP
53938,197438,Tito,null,BA
53938,178863,Uldurico Junior,null,BA
53923,204359,Léo Moraes,null,RO
53923,204554,Abílio Santana,null,BA
53923,204439,Dr. Leonardo,null,MT
53923,74655,Eduardo Barbosa,null,MG
53923,73586,Júlio Delgado,null,MG
53923,74283,Vicentinho,null,SP
53922,133439,André Figueiredo,PDT,CE
53922,74090,Átila Lins,PSD,AM
53922,69871,Bacelar,PV,BA
53922,204459,Daniela do Waguinho,REPUBLICANOS,RJ
53922,116379,Darci de Matos,null,SC
53922,204542,Denis Bezerra,null,CE
53922,74270,Gilberto Nascimento,PSD,SP
53922,74419,Gonzaga Patriota,null,PE
53922,178959,Hiran Gonçalves,null,RR
53922,204550,Júnior Mano,PSB,CE
53922,139285,Lídice da Mata,PSB,BA
53922,204566,Marreca Filho,null,MA
53922,204466,Tereza Nelma,null,AL
53922,143084,Tiago Dimas,PODE,TO
53926,204515,André Janones,REDE,MG
53926,204388,Bibo Nunes,PL,RS
53926,204376,Coronel Armando,null,SC
53926,204451,Delegado Antônio Furtado,null,RJ
53926,204450,Doutor Luizinho,PP,RJ
53926,204398,Felipe Francischini,PODE,PR
53926,178910,Joaquim Passarinho,PL,PA
53926,204410,Luisa Canziani,PSD,PR
53926,204455,Luiz Lima,NOVO,RJ
53926,178986,Nilto Tatto,PT,SP
53926,204489,Robério Monteiro,PSB,CE
53926,178933,Sergio Souza,MDB,PR
53926,204396,Vermelho,PP,PR
53926,178952,Walter Alves,null,RN
53926,74043,Wellington Roberto,PSD,PB
53927,160538,Bohn Gass,PT,RS
53927,204460,Carlos Jordy,PL,RJ
53927,160528,Danilo Cabral,null,PE
53927,204427,Fernando Rodolfo,PRD,PE
53927,160570,Jerônimo Goergen,null,RS
53927,141470,José Guimarães,null,CE
53927,204574,Junior Lourenço,MDB,MA
53927,204410,Luisa Canziani,PSD,PR
53927,162332,Luiz Nishimori,PSD,PR
53927,178895,Misael Varella,PSD,MG
53927,178997,Moses Rodrigues,UNIÃO,CE
53927,146307,Neri Geller,null,MT
53927,160655,Ricardo Izar,null,SP
53927,74044,Wilson Santiago,REPUBLICANOS,PB
53928,160553,Antonio Brito,PSD,BA
53928,204536,Kim Kataguiri,MISSÃO,SP
53928,74156,Leonardo Monteiro,PT,MG
53928,139285,Lídice da Mata,PSB,BA
53928,74161,Reginaldo Lopes,PT,MG
53928,74356,Silas Câmara,null,AM
53928,141555,Vinicius Carvalho,PL,SP
53933,160527,Aguinaldo Ribeiro,PP,PB
53933,141391,Arnaldo Jardim,CIDADANIA,SP
53933,178948,Beto Rosado,null,RN
53933,178924,Capitão Fábio Abreu,null,PI
53933,204454,Daniel Silveira,null,RJ
53933,160588,Diego Andrade,PSD,MG
53933,74419,Gonzaga Patriota,null,PE
53933,160531,Jhonatan de Jesus,null,RR
53933,74158,Mário Heringer,PDT,MG
53933,178986,Nilto Tatto,PT,SP
53933,74371,Rubens Otoni,PT,GO
53934,178927,Aliel Machado,PV,PR
53934,178970,João Daniel,PT,SE
53934,74158,Mário Heringer,PDT,MG
53934,178896,Newton Cardoso Jr,MDB,MG
53934,74159,Odair Cunha,PT,MG
53934,141488,Paulo Teixeira,PT,SP
53934,160601,Pr. Marco Feliciano,PL,SP
53934,141523,Raul Henry,null,PE
53934,204385,Valdevan Noventa,null,SE
53934,74439,Wolney Queiroz,null,PE
53935,204571,Alex Santana,null,BA
53935,160545,Alexandre Leite,UNIÃO,SP
53935,74459,Átila Lira,null,PI
53935,204374,Bia Kicis,PL,DF
53935,141405,Celso Maldaner,null,SC
53935,72442,Felipe Carreras,PSB,PE
53935,178842,Jhc,null,AL
53935,74299,Leônidas Cristino,null,CE
53935,74585,Lincoln Portela,PL,MG
53935,204455,Luiz Lima,NOVO,RJ
53935,179001,Márcio Biolchi,MDB,RS
53935,178997,Moses Rodrigues,UNIÃO,CE
53935,204553,Pastor Sargento Isidório,AVANTE,BA
53935,178922,Tadeu Alencar,null,PE
53935,204532,Vinicius Poit,null,SP
53936,204370,Célio Moura,null,TO
53936,178969,Fábio Mitidieri,null,SE
53936,160587,Fábio Trad,null,MS
53936,204392,Francisco Jr.,null,GO
53936,178966,Geovania de Sá,PSDB,SC
53936,141450,Hugo Leal,PSD,RJ
53936,204372,Julio Cesar Ribeiro,REPUBLICANOS,DF
53936,98057,Lafayette de Andrada,PL,MG
53936,178986,Nilto Tatto,PT,SP
53936,204416,Sanderson,PL,RS
53936,90842,Santini,null,RS
53936,178946,Soraya Santos,PL,RJ
53936,197438,Tito,null,BA
53937,160527,Aguinaldo Ribeiro,PP,PB
53937,204571,Alex Santana,null,BA
53937,160545,Alexandre Leite,UNIÃO,SP
53937,133439,André Figueiredo,PDT,CE
53937,74052,Bosco Costa,null,SE
53937,204427,Fernando Rodolfo,PRD,PE
53937,178857,Jorge Solla,PT,BA
53937,204372,Julio Cesar Ribeiro,REPUBLICANOS,DF
53937,90201,Pedro Augusto Bezerra,null,CE
53937,197438,Tito,null,BA
53937,74283,Vicentinho,null,SP
53915,178836,Alan Rick,null,AC
53915,204380,Celina Leão,null,DF
53915,74655,Eduardo Barbosa,null,MG
53915,92346,Eduardo Bolsonaro,null,SP
53915,171623,Fabio Reis,PSD,SE
53915,152605,Glauber Braga,null,RJ
53915,204429,João H. Campos,null,PE
53915,160619,José Nunes,null,BA
53915,160510,Luis Tibé,null,MG
53915,204453,Natália Bonavides,PT,RN
53924,121948,Adriano do Baldy,PP,GO
53924,73433,Arlindo Chinaglia,PT,SP
53924,143632,Domingos Neto,PSD,CE
53924,198783,Emanuel Pinheiro Neto,PSD,MT
53924,178966,Geovania de Sá,PSDB,SC
53924,74270,Gilberto Nascimento,PSD,SP
53924,178879,Lucas Vergilio,null,GO
53924,179000,Marcelo Álvaro Antônio,PL,MG
53924,178930,Roman,null,PR
53924,178874,Sergio Vidigal,null,ES
53924,178947,Sóstenes Cavalcante,PL,RJ
53914,178948,Beto Rosado,null,RN
53914,178929,Diego Garcia,REPUBLICANOS,PR
53914,204439,Dr. Leonardo,null,MT
53914,204429,João H. Campos,null,PE
53914,204574,Junior Lourenço,MDB,MA
53914,204566,Marreca Filho,null,MA
53914,178986,Nilto Tatto,PT,SP
53914,204466,Tereza Nelma,null,AL
53914,204483,Vilson da Fetaemg,null,MG
53914,178952,Walter Alves,null,RN
53920,178972,Alex Manente,CIDADANIA,SP
53920,204423,André Ferreira,PL,PE
53920,178929,Diego Garcia,REPUBLICANOS,PR
53920,204552,Eduardo Braide,null,MA
53920,115746,Gelson Azevedo,null,RJ
53920,74156,Leonardo Monteiro,PT,MG
53920,166402,Magda Mofatto,PL,GO
53920,204471,Mara Rocha,null,AC
53920,178895,Misael Varella,PSD,MG
53920,178896,Newton Cardoso Jr,MDB,MG
53920,152610,Roberto Alves,null,SP
53920,204530,Rodrigo Agostinho,null,SP
53920,141531,Rodrigo de Castro,UNIÃO,MG
53920,204416,Sanderson,PL,RS
53920,204438,Sergio Toledo,null,AL
53920,178874,Sergio Vidigal,null,ES
53920,178947,Sóstenes Cavalcante,PL,RJ
53920,74043,Wellington Roberto,PSD,PB
53920,160632,Zé Silva,UNIÃO,MG
53921,160545,Alexandre Leite,UNIÃO,SP
53921,160758,Domingos Sávio,PL,MG
53921,160666,Félix Mendonça Júnior,PDT,BA
53921,178857,Jorge Solla,PT,BA
53921,204381,Luis Miranda,null,DF
53921,160645,Luiz Carlos,null,AP
53921,160556,Padre João,PT,MG
53921,193726,Paulo Eduardo Martins,null,PR
53921,204529,Policial Katia Sastre,null,SP
53921,204383,Professor Israel Batista,null,DF
53921,204480,Rogério Correia,PT,MG
53921,73466,Rubens Bueno,null,PR
53921,92776,Stefano Aguiar,PSD,MG
53917,204400,Aline Sleutjes,null,PR
53917,204504,Cezinha de Madureira,PL,SP
53917,141431,Fernando Coelho Filho,UNIÃO,PE
53917,160667,Guilherme Mussi,null,SP
53917,160619,José Nunes,null,BA
53917,204381,Luis Miranda,null,DF
53917,150418,Márcio Marinho,REPUBLICANOS,BA
53917,178858,Mário Negromonte Jr.,PSB,BA
53917,204383,Professor Israel Batista,null,DF
53917,178861,Ronaldo Carletto,null,BA
53917,178863,Uldurico Junior,null,BA
53919,204423,André Ferreira,PL,PE
53919,204414,Aroldo Martins,null,PR
53919,141398,Carlos Zarattini,PT,SP
53919,141422,Efraim Filho,null,PB
53919,160532,Eli Corrêa Filho,null,SP
53919,132504,Enio Verri,null,PR
53919,178981,Herculano Passos,null,SP
53919,178884,Hildo Rocha,MDB,MA
53919,204372,Julio Cesar Ribeiro,REPUBLICANOS,DF
53919,178832,Leandre,PSD,PR
53919,160510,Luis Tibé,null,MG
53919,204530,Rodrigo Agostinho,null,SP
53919,73808,Sérgio Brito,PSD,BA
53919,160518,Weliton Prado,SOLIDARIEDADE,MG
53919,74043,Wellington Roberto,PSD,PB
53919,74044,Wilson Santiago,REPUBLICANOS,PB
53919,160632,Zé Silva,UNIÃO,MG
53904,73696,Angela Amin,null,SC
53904,204561,Bira do Pindaré,null,MA
53904,178962,Carlos Gomes,REPUBLICANOS,RS
53904,141411,Dagoberto Nogueira,PP,MS
53904,204439,Dr. Leonardo,null,MT
53904,74419,Gonzaga Patriota,null,PE
53904,74317,Júlio Cesar,PSD,PI
53904,139285,Lídice da Mata,PSB,BA
53904,178956,Mariana Carvalho,null,RO
53904,160556,Padre João,PT,MG
53904,204570,Pastor Gil,PL,MA
53904,141488,Paulo Teixeira,PT,SP
53904,178912,Pedro Cunha Lima,null,PB
53904,204525,Rosana Valle,PL,SP
53904,204357,Rose Modesto,null,MS
53904,141555,Vinicius Carvalho,PL,SP
53906,178831,André Abdon,PP,AP
53906,178948,Beto Rosado,null,RN
53906,141398,Carlos Zarattini,PT,SP
53906,204408,Gustinho Ribeiro,PP,SE
53906,204465,Haroldo Cathedral,null,RR
53906,178981,Herculano Passos,null,SP
53906,178884,Hildo Rocha,MDB,MA
53906,160674,Hugo Motta,REPUBLICANOS,PB
53906,204436,Isnaldo Bulhões Jr.,MDB,AL
53906,178886,Juscelino Filho,PSDB,MA
53906,166402,Magda Mofatto,PL,GO
53906,74749,Mauro Lopes,null,MG
53906,141518,Paulinho da Força,SOLIDARIEDADE,SP
53906,204387,Sargento Fahur,PL,PR
53906,204559,Zé Neto,PT,BA
53908,121948,Adriano do Baldy,PP,GO
53908,178937,Altineu Côrtes,PL,RJ
53908,74090,Átila Lins,PSD,AM
53908,141408,Cleber Verde,MDB,MA
53908,204514,Coronel Tadeu,null,SP
53908,204427,Fernando Rodolfo,PRD,PE
53908,204484,General Peternelli,null,SP
53908,141450,Hugo Leal,PSD,RJ
53908,160570,Jerônimo Goergen,null,RS
53908,204429,João H. Campos,null,PE
53908,98057,Lafayette de Andrada,PL,MG
53908,204441,Otoni de Paula,PSD,RJ
53908,204362,Ricardo Guidi,PL,SC
53908,206231,Ted Conti,null,ES
53908,204385,Valdevan Noventa,null,SE
53910,204528,Adriana Ventura,NOVO,SP
53910,74646,Aécio Neves,PSDB,MG
53910,160559,Alceu Moreira,MDB,RS
53910,141405,Celso Maldaner,null,SC
53910,204562,Edilázio Júnior,null,MA
53910,207309,Enéias Reis,null,MG
53910,74383,Giacobo,PSD,PR
53910,198197,Greyce Elias,AVANTE,MG
53910,178964,Heitor Schuch,PSD,RS
53910,74693,Rodrigo Maia,null,RJ
53911,178882,André Fufuca,PP,MA
53911,73891,Darcísio Perondi,null,RS
53911,204511,David Soares,PODE,SP
53911,160587,Fábio Trad,null,MS
53911,178895,Misael Varella,PSD,MG
53911,178986,Nilto Tatto,PT,SP
53912,204521,Abou Anni,null,SP
53912,204487,Capitão Wagner,null,CE
53912,204511,David Soares,PODE,SP
53912,178908,Delegado Éder Mauro,PL,PA
53912,204434,Dra. Vanda Milani,null,AC
53912,134812,Edmilson Rodrigues,null,PA
53912,204520,Junio Amaral,PL,MG
53912,74156,Leonardo Monteiro,PT,MG
53912,204381,Luis Miranda,null,DF
53912,179587,Major Vitor Hugo,null,GO
53912,193726,Paulo Eduardo Martins,null,PR
53912,178951,Rafael Motta,null,RN
53912,160653,Roberto de Lucena,null,SP
53913,160655,Ricardo Izar,null,SP
53913,160665,Augusto Coutinho,REPUBLICANOS,PE
53913,68720,Fábio Henrique,null,SE
53913,141431,Fernando Coelho Filho,UNIÃO,PE
53913,74273,Jefferson Campos,PL,SP
53913,141458,João Carlos Bacelar,PL,BA
53913,178931,Luciano Ducci,PSB,PR
53913,160535,Marcon,PT,RS
53913,152610,Roberto Alves,null,SP
53913,178947,Sóstenes Cavalcante,PL,RJ
53913,206231,Ted Conti,null,ES
53913,178992,Vitor Lippi,PSD,SP
53916,204413,Alcides Rodrigues,null,GO
53916,160600,Arthur Oliveira Maia,UNIÃO,BA
53916,160575,Erika Kokay,PT,DF
53916,141428,Fábio Faria,null,RN
53916,178884,Hildo Rocha,MDB,MA
53916,141470,José Guimarães,null,CE
53916,74585,Lincoln Portela,PL,MG
53916,141531,Rodrigo de Castro,UNIÃO,MG
53916,178934,Toninho Wandscheer,PP,PR
53900,204413,Alcides Rodrigues,null,GO
53900,141391,Arnaldo Jardim,CIDADANIA,SP
53900,160665,Augusto Coutinho,REPUBLICANOS,PE
53900,204361,Carlos Chiodini,MDB,SC
53900,135054,Cristiano Vale,null,PA
53900,74467,Damião Feliciano,UNIÃO,PB
53900,204439,Dr. Leonardo,null,MT
53900,204541,Eduardo Bismarck,PV,CE
53900,204482,Euclydes Pettersen,null,MG
53900,204546,Joice Hasselmann,null,SP
53900,204452,Márcio Labre,null,RJ
53900,178896,Newton Cardoso Jr,MDB,MG
53900,160518,Weliton Prado,SOLIDARIEDADE,MG
53909,204495,Airton Faleiro,PT,PA
53909,178937,Altineu Côrtes,PL,RJ
53909,160665,Augusto Coutinho,REPUBLICANOS,PE
53909,81297,Dra. Soraya Manato,null,ES
53909,161550,Emidinho Madeira,PL,MG
53909,160640,Eros Biondini,PL,MG
53909,141434,Flaviano Melo,null,AC
53909,204447,Flordelis,null,RJ
53909,160669,Genecias Noronha,null,CE
53909,178910,Joaquim Passarinho,PL,PA
53909,204547,Léo Motta,null,MG
53909,179587,Major Vitor Hugo,null,GO
53909,178985,Miguel Lombardi,PL,SP
53909,160604,Pedro Uczai,PT,SC
53909,160653,Roberto de Lucena,null,SP
53909,204464,Talíria Petrone,PSOL,RJ
53909,160569,Waldenor Pereira,PT,BA
53909,204517,Zé Vitor,PL,MG
53893,178831,André Abdon,PP,AP
53893,160600,Arthur Oliveira Maia,UNIÃO,BA
53893,160512,Aureo Ribeiro,SOLIDARIEDADE,RJ
53893,204397,Boca Aberta,null,PR
53893,178962,Carlos Gomes,REPUBLICANOS,RS
53893,178916,Daniel Coelho,null,PE
53893,92346,Eduardo Bolsonaro,null,SP
53893,74270,Gilberto Nascimento,PSD,SP
53893,178981,Herculano Passos,null,SP
53893,204508,Igor Timo,PSD,MG
53893,204472,José Medeiros,PL,MT
53893,73586,Júlio Delgado,null,MG
53893,204536,Kim Kataguiri,MISSÃO,SP
53893,151208,Laercio Oliveira,null,SE
53893,204485,Luiz Carlos Motta,PL,SP
53893,179587,Major Vitor Hugo,null,GO
53893,204540,Maria Rosas,REPUBLICANOS,SP
53893,204553,Pastor Sargento Isidório,AVANTE,BA
53893,204446,Professor Joziel,null,RJ
53893,178945,Rosangela Gomes,REPUBLICANOS,RJ
53893,204396,Vermelho,PP,PR
53899,204503,Alexandre Padilha,null,SP
53899,178993,Carlos Henrique Gaguim,UNIÃO,TO
53899,204512,Delegado Marcelo Freitas,UNIÃO,MG
53899,74655,Eduardo Barbosa,null,MG
53899,204484,General Peternelli,null,SP
53899,178970,João Daniel,PT,SE
53899,74141,Josias Gomes,null,BA
53899,139285,Lídice da Mata,PSB,BA
53899,204485,Luiz Carlos Motta,PL,SP
53899,204556,Marcelo Ramos,null,AM
53899,178997,Moses Rodrigues,UNIÃO,CE
53899,204415,Nereu Crispim,null,RS
53899,160556,Padre João,PT,MG
53899,204553,Pastor Sargento Isidório,AVANTE,BA
53899,74161,Reginaldo Lopes,PT,MG
53899,178920,Ricardo Teobaldo,null,PE
53899,204366,Rodrigo Coelho,null,SC
53899,204425,Silvio Costa Filho,REPUBLICANOS,PE
53899,204559,Zé Neto,PT,BA
53905,204460,Carlos Jordy,PL,RJ
