nome_deputado,uf,categoria,valor_gasto,z_score
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,181.89,-0.4446
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,883.92,-0.4448
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,224.61,-0.4491
Fausto Pinato,SP,COMBUSTÍVEIS E LUBRIFICANTES.,50,-0.4555
Fausto Pinato,SP,COMBUSTÍVEIS E LUBRIFICANTES.,50,-0.4555
Fausto Pinato,SP,COMBUSTÍVEIS E LUBRIFICANTES.,50,-0.4555
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,372.9,-0.4579
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,222.8,-0.4645
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19.81,-0.4648
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,180,-0.4664
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,773.27,-0.4694
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19.65,-0.4756
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,580.82,-0.4761
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19.63,-0.4769
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.4787
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.4787
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.4787
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.4787
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,988.5,-0.479
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,179.64,-0.4805
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,179.62,-0.481
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,950.7,-0.4845
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,944.9,-0.4853
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,220.02,-0.4881
Welter,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1000,-0.4904
Welter,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1000,-0.4904
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-33.64,-0.4935
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,300,-0.4997
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,300,-0.4997
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,300,-0.4997
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,300,-0.4997
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,832.4,-0.5016
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",19.25,-0.5026
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,790,-0.5077
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,790,-0.5077
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,790,-0.5077
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,790,-0.5077
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,790,-0.5077
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,790,-0.5077
Pedro Paulo,RJ,PASSAGEM AÉREA - SIGEPA,385.12,-0.5086
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,541.87,-0.5165
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,175.6,-0.5172
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-75,-0.5218
Marangoni,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,5000,-0.5237
Marangoni,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,5000,-0.5237
Marangoni,SP,TELEFONIA,302.62,-0.5306
Marangoni,SP,TELEFONIA,302.62,-0.5306
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,650,-0.5393
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,650,-0.5393
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,650,-0.5393
Welter,PR,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",217.5,-0.5492
Welter,PR,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",217.5,-0.5492
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-117,-0.5506
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,621.58,-0.5507
Fausto Pinato,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1000,-0.5547
Fausto Pinato,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1000,-0.5547
Fausto Pinato,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,1000,-0.5547
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,573.63,-0.5553
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.557
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.557
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.557
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,171.58,-0.5635
Welter,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,750,-0.5654
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,390,-0.5656
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,390,-0.5656
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18.23,-0.5716
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,170.56,-0.5738
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,330,-0.5742
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,330,-0.5742
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,330,-0.5742
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,330,-0.5742
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",18.15,-0.5771
Welter,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,187.6,-0.5811
Dagoberto Nogueira,MS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",359.29,-0.5823
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,150.05,-0.5856
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,503,-0.5857
Gilberto Nascimento,SP,TELEFONIA,297,-0.5883
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17.96,-0.5899
Dagoberto Nogueira,MS,COMBUSTÍVEIS E LUBRIFICANTES.,138,-0.5925
Welter,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,174.5,-0.5942
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17.88,-0.5953
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,478.13,-0.5964
Gilberto Nascimento,SP,TELEFONIA,295.97,-0.5988
Bohn Gass,RS,COMBUSTÍVEIS E LUBRIFICANTES.,268.94,-0.6013
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,120,-0.6046
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,113.59,-0.6055
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,110.97,-0.6059
Sargento Portugal,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,108.25,-0.6063
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2297.55,-0.6069
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,470,-0.6119
Welter,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,154.9,-0.6137
Gilberto Nascimento,SP,TELEFONIA,294.1,-0.618
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17.52,-0.6197
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17.52,-0.6197
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.6234
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.6234
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.6234
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.6234
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.6234
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,800,-0.6234
Welter,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,500,-0.6403
Welter,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,500,-0.6403
Dagoberto Nogueira,MS,PASSAGEM AÉREA - SIGEPA,-698.44,-0.6435
Damião Feliciano,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19000,-0.6455
Damião Feliciano,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19000,-0.6455
Damião Feliciano,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19000,-0.6455
Damião Feliciano,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,19000,-0.6455
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,164.25,-0.6481
Welter,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,111.8,-0.6566
Gilberto Nascimento,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,702.01,-0.657
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200.1,-0.6574
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,700,-0.6577
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,700,-0.6577
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,700,-0.6577
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,700,-0.6577
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,700,-0.6577
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,200,-0.6583
Gilberto Nascimento,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,693.26,-0.66
Gilberto Nascimento,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,693.26,-0.66
Marangoni,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,683.8,-0.6632
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,317.78,-0.6654
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,171.94,-0.6707
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,284.24,-0.6799
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",16.53,-0.6866
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",16.53,-0.6866
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",16.47,-0.6907
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",16.33,-0.7002
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,361.09,-0.704
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,226.29,-0.7048
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,194.4,-0.7058
Bohn Gass,RS,TELEFONIA,138.8,-0.7071
Damião Feliciano,PB,COMBUSTÍVEIS E LUBRIFICANTES.,8059.56,-0.7071
Filipe Martins,TO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",155.7,-0.7071
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,75,-0.7171
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,74.8,-0.7172
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,67,-0.7224
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,67,-0.7224
Fausto Pinato,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,3850,-0.7306
Fausto Pinato,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,3850,-0.7306
Fausto Pinato,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,3850,-0.7306
Fausto Pinato,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,3850,-0.7306
Fausto Pinato,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,3850,-0.7306
Fausto Pinato,SP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,3850,-0.7306
Dagoberto Nogueira,MS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,64.43,-0.7334
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,149.9,-0.7412
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,149.9,-0.7412
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,149.9,-0.7412
Filipe Martins,TO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,149.9,-0.7412
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,136.53,-0.7434
Fausto Pinato,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,443,-0.7459
Sargento Portugal,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,4000,-0.7483
Sargento Portugal,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,4000,-0.7483
Sargento Portugal,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,4000,-0.7483
Dagoberto Nogueira,MS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,63.63,-0.7516
Fausto Pinato,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,3600,-0.7572
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15.47,-0.7583
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1686.66,-0.7624
Filipe Martins,TO,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,702.48,-0.7652
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15.21,-0.7759
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15.21,-0.7759
Fausto Pinato,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",1884.09,-0.7761
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15.2,-0.7766
Dagoberto Nogueira,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,33.25,-0.7879
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15.01,-0.7895
Sargento Portugal,RJ,PASSAGEM AÉREA - SIGEPA,-32.87,-0.7896
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15,-0.7901
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15,-0.7901
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,182.51,-0.8069
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,150,-0.8126
Bohn Gass,RS,COMBUSTÍVEIS E LUBRIFICANTES.,262.04,-0.8128
Dagoberto Nogueira,MS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,60.8,-0.8161
Marangoni,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,3167.45,-0.8294
Dagoberto Nogueira,MS,PASSAGEM AÉREA - SIGEPA,-1048.29,-0.8312
Fausto Pinato,SP,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",1864.07,-0.8357
Gilberto Nascimento,SP,PASSAGEM AÉREA - SIGEPA,-534.19,-0.8363
Welter,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,29,-0.846
Welter,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,28.8,-0.8522
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,163.87,-0.87
Welter,PR,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",190,-0.8862
Fausto Pinato,SP,PASSAGEM AÉREA - SIGEPA,-615.55,-0.892
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,179,-0.8929
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,142.27,-0.9018
Sargento Portugal,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,3500,-0.9046
Sargento Portugal,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,3500,-0.9046
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-635.36,-0.9055
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,163,-0.9095
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,148,-0.925
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",13,-0.9254
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,144,-0.9292
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,144,-0.9292
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,141,-0.9323
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,161.16,-0.9369
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,139.19,-0.9373
Welter,PR,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",185.6,-0.9401
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,126,-0.9478
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,126,-0.9478
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,138,-0.951
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,111,-0.9634
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,111,-0.9634
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,111,-0.9634
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,159.93,-0.9673
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-727.49,-0.9686
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,90,-0.9852
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,90,-0.9852
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,90,-0.9852
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,88,-0.9872
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-756.76,-0.9887
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-756.76,-0.9887
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-756.76,-0.9887
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,85,-0.9903
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,85,-0.9903
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,85,-0.9903
Welter,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,24.3,-0.9918
Bohn Gass,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11.96,-0.9958
Bohn Gass,RS,COMBUSTÍVEIS E LUBRIFICANTES.,256.02,-0.9972
Dagoberto Nogueira,MS,PASSAGEM AÉREA - SIGEPA,-1360.43,-0.9986
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,58,-1.0184
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,55,-1.0215
Damião Feliciano,PB,PASSAGEM AÉREA - SIGEPA,55,-1.0215
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",12.7,-1.0248
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",12.7,-1.0248
Sargento Portugal,RJ,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",12.7,-1.0248
Dagoberto Nogueira,MS,TELEFONIA,186.91,-1.0348
Fausto Pinato,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,1921.15,-1.0372
Dagoberto Nogueira,MS,TELEFONIA,182.66,-1.0407
Dagoberto Nogueira,MS,TELEFONIA,182.66,-1.0407
Bohn Gass,RS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,343,-1.0667
Welter,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21.87,-1.0672
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,126.96,-1.0784
Dagoberto Nogueira,MS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",326,-1.0803
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,126.65,-1.082
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,150,-1.0832
Bohn Gass,RS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,250,-1.0917
Dagoberto Nogueira,MS,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,9800,-1.0954
Sargento Portugal,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,10000,-1.0954
Sargento Portugal,RJ,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,10000,-1.0954
Dagoberto Nogueira,MS,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,9800,-1.0954
Dagoberto Nogueira,MS,TELEFONIA,140.89,-1.0987
Bohn Gass,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,434.42,-1.1
Bohn Gass,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,383.07,-1.1192
Sargento Portugal,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,152.87,-1.1417
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,150,-1.1535
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,150,-1.1535
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,150,-1.1535
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,150,-1.1535
Dagoberto Nogueira,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,150,-1.1535
Bohn Gass,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,254.9,-1.1674
Filipe Martins,TO,COMBUSTÍVEIS E LUBRIFICANTES.,140,-1.1681
Marangoni,SP,PASSAGEM AÉREA - SIGEPA,-1061.61,-1.1974
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,116.23,-1.2022
Welter,PR,COMBUSTÍVEIS E LUBRIFICANTES.,115.49,-1.2108
Marangoni,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,862.69,-1.2137
